Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	URL	Matchbegin corpus position	Matchend corpus position
153	19522673	tragen und von tiefen Thälern , mit meist steilen Wänden	durchschnitten	sind . Die Höhe , welche dieses Sandstein - Gebilde	tragen_VVINF und_KON von_APPR tiefen_ADJA Thälern_NN ,_$, mit_APPR meist_ADV steilen_ADJA Wänden_NN	durchschnitten_VVPP	sind_VAFIN ._$. Die_ART Höhe_NN ,_$, welche_PRELS dieses_PDAT Sandstein_NN -_$( Gebilde_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=152	47574388	47574388
154	19522673	an die Erhabenheiten des Todtliegcnden anlegt und von tiefen Flußthälern	durchschnitten	ist . In Norddeütsch- land beträgt seine Mächtigkeit meistens 300	an_APPR die_ART Erhabenheiten_NN des_ART Todtliegcnden_NN anlegt_VVFIN und_KON von_APPR tiefen_ADJA Flußthälern_NN	durchschnitten_VVPP	ist_VAFIN ._$. In_APPR Norddeütsch-_TRUNC land_NN beträgt_VVFIN seine_PPOSAT Mächtigkeit_NN meistens_ADV 300_CARD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=153	47574444	47574444
155	19522673	1 ) Das Gebiet von Afrika , welches vom Wärmegleicher	durchschnitten	wird , ist die heißeste Gegend auf der Erde .	1_CARD )_$( Das_ART Gebiet_NN von_APPR Afrika_NE ,_$, welches_PRELS vom_APPRART Wärmegleicher_NN	durchschnitten_VVPP	wird_VAFIN ,_$, ist_VAFIN die_ART heißeste_ADJA Gegend_NN auf_APPR der_ART Erde_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=154	47604938	47604938
156	19522673	. 1 . Wenn der Seefahrer die Zone der Passatwinde	durchschnitten	hat , wo in jeder Jahreszeit ein fast ewig heiterer	._$. 1_CARD ._$. Wenn_KOUS der_ART Seefahrer_NN die_ART Zone_NN der_ART Passatwinde_NN	durchschnitten_VVPP	hat_VAFIN ,_$, wo_PWAV in_APPR jeder_PIAT Jahreszeit_NN ein_ART fast_ADV ewig_ADJD heiterer_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=155	47611280	47611280
157	19522673	ausführbar sein , welche von der Jsothere von 8 "	durchschnitten	werden . Im südlichen Lappland steigt sie bis zur Höhe	ausführbar_ADJD sein_VAINF ,_$, welche_PRELS von_APPR der_ART Jsothere_NN von_APPR 8_CARD "_$(	durchschnitten_VVPP	werden_VAINF ._$. Im_APPRART südlichen_ADJA Lappland_NE steigt_VVFIN sie_PPER bis_APPR zur_APPRART Höhe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=156	47623622	47623622
158	19522673	, stark ansteigende Ebene , von zahllosen und tiefen Ehors	durchschnitten	, mit Mimoscn- und Weihrauch - Baümcn ( /lin ^	,_$, stark_ADJD ansteigende_ADJA Ebene_NN ,_$, von_APPR zahllosen_ADJA und_KON tiefen_ADJA Ehors_NN	durchschnitten_VVPP	,_$, mit_APPR Mimoscn-_TRUNC und_KON Weihrauch_NN -_$( Baümcn_NE (_$( /lin_NN ^_XY	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=157	47658846	47658846
159	19522673	nördl . Breite ist hügelig , und von tiefen Regenbächen	durchschnitten	. Im Bette des blauen Flusses sieht man Granit zu	nördl_VVIMP ._$. Breite_NN ist_VAFIN hügelig_ADJD ,_$, und_KON von_APPR tiefen_ADJA Regenbächen_NN	durchschnitten_VVPP	._$. Im_APPRART Bette_NN des_ART blauen_ADJA Flusses_NN sieht_VVFIN man_PIS Granit_NN zu_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=158	47660990	47660990
160	19522673	einer sehr großen Anzahl Bergbächcn und Regenstcömen mit tiefen Schluchten	durchschnitten	. Die regelmäßigen tropischen Regen , die Menge der Bäche	einer_ART sehr_ADV großen_ADJA Anzahl_NN Bergbächcn_NN und_KON Regenstcömen_NN mit_APPR tiefen_ADJA Schluchten_NN	durchschnitten_VVPP	._$. Die_ART regelmäßigen_ADJA tropischen_ADJA Regen_NN ,_$, die_ART Menge_NN der_ART Bäche_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=159	47662038	47662038
161	19522673	; an vielen Stellen ist er mit trocken liegenden Strombetten	durchschnitten	, die , im Gegen satz mit den Spaltungen auf	;_$. an_APPR vielen_PIAT Stellen_NN ist_VAFIN er_PPER mit_APPR trocken_ADJD liegenden_ADJA Strombetten_NN	durchschnitten_VVPP	,_$, die_PRELS ,_$, im_APPRART Gegen_APPR satz_NN mit_APPR den_ART Spaltungen_NN auf_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=160	47663178	47663178
162	19522673	von keinem Hochgebirge mehr , , sondern nur von Hügclreihen	durchschnitten	ist , davon unter denen , welche dem Randgebirgc am	von_APPR keinem_PIAT Hochgebirge_NN mehr_ADV ,_$, ,_$, sondern_KON nur_ADV von_APPR Hügclreihen_NN	durchschnitten_VVPP	ist_VAFIN ,_$, davon_PAV unter_APPR denen_PDS ,_$, welche_PRELS dem_ART Randgebirgc_NN am_APPRART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=161	47675038	47675038
163	19522673	Größe , sie sind quellenreich und von Kultur thälern zahlreich	durchschnitten	, die Bergabha ' nge mit Wald besetzt , an	Größe_NN ,_$, sie_PPER sind_VAFIN quellenreich_ADJD und_KON von_APPR Kultur_NN thälern_ADJD zahlreich_ADJD	durchschnitten_VVPP	,_$, die_ART Bergabha_NN '_$( nge_VVFIN mit_APPR Wald_NN besetzt_VVPP ,_$, an_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=162	47676094	47676094
164	19522673	von bebrütendem Umfange ist . 4 . Von zahlreichen Flüssen	durchschnitten	, unter denen der Gambia und der Senegal unter die	von_APPR bebrütendem_ADJA Umfange_NN ist_VAFIN ._$. 4_CARD ._$. Von_APPR zahlreichen_ADJA Flüssen_NN	durchschnitten_VVPP	,_$, unter_APPR denen_PRELS der_ART Gambia_NN und_KON der_ART Senegal_NE unter_APPR die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=163	47680353	47680353
165	19522673	einen doppelt größern Maaßstab angenommen , als in den frühern	Durchschnitten	, um die Senkung des Todten Meeres deutlicher hervor zuheben	einen_ART doppelt_ADJD größern_ADJA Maaßstab_NN angenommen_VVPP ,_$, als_KOUS in_APPR den_ART frühern_ADJA	Durchschnitten_NN	,_$, um_KOUI die_ART Senkung_NN des_ART Todten_ADJA Meeres_NN deutlicher_ADJD hervor_PTKVZ zuheben_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=164	47693954	47693954
166	19522673	, am linken Ufer des Amu , von zahlreichen Kanälen	durchschnitten	, welche das Flußwasscr über das ganze Gebiet verbreiten .	,_$, am_APPRART linken_ADJA Ufer_NN des_ART Amu_NN ,_$, von_APPR zahlreichen_ADJA Kanälen_NN	durchschnitten_VVPP	,_$, welche_PRELS das_ART Flußwasscr_NN über_APPR das_ART ganze_ADJA Gebiet_NN verbreiten_VVINF ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=165	47695254	47695254
167	19522673	und Krautern bewachsenen Hügeln bestehend und von reich bewässerten Thalern	durchschnitten	, ist diese Gebirgsgruppe ein Lieblings- aufcnthalt der Europäer in	und_KON Krautern_NN bewachsenen_ADJA Hügeln_NN bestehend_ADJD und_KON von_APPR reich_ADJD bewässerten_ADJA Thalern_NN	durchschnitten_VVPP	,_$, ist_VAFIN diese_PDAT Gebirgsgruppe_NN ein_ART Lieblings-_TRUNC aufcnthalt_NN der_ART Europäer_NN in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=166	47714736	47714736
168	19522673	der Insel , bis 5770 " steigen und von Thälern	durchschnitten	, die von unbefangenen Beobachtern als die lieblichsten in Gottes	der_ART Insel_NN ,_$, bis_APPR 5770_CARD "_$( steigen_VVFIN und_KON von_APPR Thälern_NN	durchschnitten_VVPP	,_$, die_PRELS von_APPR unbefangenen_ADJA Beobachtern_NN als_KOKOM die_ART lieblichsten_ADJA in_APPR Gottes_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=167	47716431	47716431
169	19522673	von den Thalern des Pennar , Kist na und Godavery	durchschnitten	wird , ist der interessante Landstrich , der als die	von_APPR den_ART Thalern_NN des_ART Pennar_NE ,_$, Kist_NN na_ITJ und_KON Godavery_NE	durchschnitten_VVPP	wird_VAFIN ,_$, ist_VAFIN der_ART interessante_ADJA Landstrich_NN ,_$, der_PRELS als_KOKOM die_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=168	47716829	47716829
170	19522673	Hugly , dem westlichsten Arme des Ganges - Delta ,	durchschnitten	, und erscheint wieder jenseits des Brahmaputra , in der	Hugly_NE ,_$, dem_ART westlichsten_ADJA Arme_NN des_ART Ganges_NN -_$( Delta_NN ,_$,	durchschnitten_VVPP	,_$, und_KON erscheint_VVFIN wieder_ADV jenseits_APPR des_ART Brahmaputra_NN ,_$, in_APPR der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=169	47717420	47717420
171	19522673	weit gestreckte niedrige Alluvial - Fläche , von zahlreichen Flüssen	durchschnitten	, mit Morästen erfüllt , eine tropische Wildniß in Beziehung	weit_ADJD gestreckte_ADJA niedrige_ADJA Alluvial_NN -_$( Fläche_NN ,_$, von_APPR zahlreichen_ADJA Flüssen_NN	durchschnitten_VVPP	,_$, mit_APPR Morästen_NN erfüllt_VVPP ,_$, eine_ART tropische_ADJA Wildniß_NN in_APPR Beziehung_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=170	47720862	47720862
172	19522673	Alluvial - Ebenen , die von unzähligen Flüssen und Kanälen	durchschnitten	und zuweilen von Mooren und Seen unterbrochen sind . In	Alluvial_NN -_$( Ebenen_NN ,_$, die_PRELS von_APPR unzähligen_ADJA Flüssen_NN und_KON Kanälen_NN	durchschnitten_VVPP	und_KON zuweilen_ADV von_APPR Mooren_NN und_KON Seen_NN unterbrochen_VVPP sind_VAFIN ._$. In_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=171	47726231	47726231
173	19522673	aber nicht eine zusammen hangende Scheitelfläche bildet , sondern mehrfach	durchschnitten	ist von Gebirgszügen , unter denen vornehmlich zwei hervortreten ,	aber_ADV nicht_PTKNEG eine_ART zusammen_ADV hangende_ADJA Scheitelfläche_NN bildet_VVFIN ,_$, sondern_KON mehrfach_ADJD	durchschnitten_VVPP	ist_VAFIN von_APPR Gebirgszügen_NN ,_$, unter_APPR denen_PRELS vornehmlich_ADJD zwei_CARD hervortreten_VVINF ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=172	47729684	47729684
174	19522673	, daß Tübet von tief eingesurchlcn Thälern und kesselförmigcn Senkungen	durchschnitten	ist . 6 . Wenn man von Süden her ,	,_$, daß_KOUS Tübet_NN von_APPR tief_ADJD eingesurchlcn_ADJA Thälern_NN und_KON kesselförmigcn_ADJA Senkungen_NN	durchschnitten_VVPP	ist_VAFIN ._$. 6_CARD ._$. Wenn_KOUS man_PIS von_APPR Süden_NN her_PTKVZ ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=173	47730554	47730554
175	19522673	, nackter Lehmboden mit leichtem Salzanfluge , von zahlreichen Rissen	durchschnitten	und mit niedrigen Salzpflanzen bewachsen , denen die Gramineen das	,_$, nackter_ADJA Lehmboden_NN mit_APPR leichtem_ADJA Salzanfluge_NN ,_$, von_APPR zahlreichen_ADJA Rissen_NN	durchschnitten_VVPP	und_KON mit_APPR niedrigen_ADJA Salzpflanzen_NN bewachsen_VVINF ,_$, denen_PRELS die_ART Gramineen_NN das_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=174	47732614	47732614
176	19522673	längs der großen Stromlaüse , womit sie netzförmig und zahlreich	durchschnitten	ist , von hohen Thalrändern eingefurcht , welche die Einförmigkeit	längs_APPR der_ART großen_ADJA Stromlaüse_NN ,_$, womit_PWAV sie_PPER netzförmig_ADJD und_KON zahlreich_ADJD	durchschnitten_VVPP	ist_VAFIN ,_$, von_APPR hohen_ADJA Thalrändern_NN eingefurcht_VVPP ,_$, welche_PRELS die_ART Einförmigkeit_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=175	47738369	47738369
177	19522673	der westli chen Küsten belegenen durch enge Thäler so tief	durchschnitten	getheilt sind , daß man am Fuß der höchsten Berge	der_ART westli_ADJA chen_ADJA Küsten_NN belegenen_ADJA durch_APPR enge_ADJA Thäler_NN so_ADV tief_ADJD	durchschnitten_VVPP	getheilt_VVPP sind_VAFIN ,_$, daß_KOUS man_PIS am_APPRART Fuß_NN der_ART höchsten_ADJA Berge_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=176	47752949	47752949
178	19522673	Kirchthurme betrachtet . Es ist mit unzähligen Wall - Erhöhungen	durchschnitten	, die mit Eichengebüsch und dem Haselnußstrauch , lüorvllus meNsn	Kirchthurme_NN betrachtet_VVPP ._$. Es_PPER ist_VAFIN mit_APPR unzähligen_ADJA Wall_NN -_$( Erhöhungen_NN	durchschnitten_VVPP	,_$, die_PRELS mit_APPR Eichengebüsch_NN und_KON dem_ART Haselnußstrauch_NN ,_$, lüorvllus_NE meNsn_NE	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=177	47759315	47759315
179	19522673	breite Kalksteingebilde ist durch sehr viele Thäler nach allen Richtungen	durchschnitten	und stellt eine unübersehbare Menge von Gebirgsrücken und hohen Hörnern	breite_ADJA Kalksteingebilde_NN ist_VAFIN durch_APPR sehr_ADV viele_PIAT Thäler_NN nach_APPR allen_PIAT Richtungen_NN	durchschnitten_VVPP	und_KON stellt_VVFIN eine_ART unübersehbare_ADJA Menge_NN von_APPR Gebirgsrücken_NN und_KON hohen_ADJA Hörnern_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=178	47768926	47768926
180	19522673	Bodens , der von einer unzähligen Menge Kanäle und Gräben	durchschnitten	ist . Man würde sehr irren , wollte man in	Bodens_NN ,_$, der_PRELS von_APPR einer_ART unzähligen_ADJA Menge_NN Kanäle_NN und_KON Gräben_NN	durchschnitten_VVPP	ist_VAFIN ._$. Man_PIS würde_VAFIN sehr_ADV irren_VVFIN ,_$, wollte_VMFIN man_PIS in_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=179	47783891	47783891
181	19522673	S . nach O . von einer hohen Ge birgskette	durchschnitten	, die ihre Zweige auf allen Seiten bis dicht an	S_NN ._$. nach_APPR O_NN ._$. von_APPR einer_ART hohen_ADJA Ge_ADJA birgskette_NN	durchschnitten_VVPP	,_$, die_PRELS ihre_PPOSAT Zweige_NN auf_APPR allen_PIAT Seiten_NN bis_APPR dicht_ADJD an_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=180	47786242	47786242
182	19522673	Provinzen ist das Gebirge außerordentlich zerstückelt und von engen Thälern	durchschnitten	, über die sich auffallend geformte , höchste schroffe Kalksteingipfel	Provinzen_NN ist_VAFIN das_ART Gebirge_NN außerordentlich_ADJD zerstückelt_VVPP und_KON von_APPR engen_ADJA Thälern_NN	durchschnitten_VVPP	,_$, über_APPR die_PRELS sich_PRF auffallend_ADJD geformte_ADJA ,_$, höchste_ADJA schroffe_ADJA Kalksteingipfel_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=181	47796853	47796853
183	19522673	, ist in seiner Mitte von einer Reihe von Erhöhungen	durchschnitten	, die , von NW . nach SO . ziehend	,_$, ist_VAFIN in_APPR seiner_PPOSAT Mitte_NN von_APPR einer_ART Reihe_NN von_APPR Erhöhungen_NN	durchschnitten_VVPP	,_$, die_PRELS ,_$, von_APPR NW_NE ._$. nach_APPR SO_NE ._$. ziehend_ADJD	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=182	47812939	47812939
184	19522673	Drittel seiner Erstreckung von einem 5 Mln . breiten Damme	durchschnitten	oder unterbrochen ist . In der That sind die beiden	Drittel_NN seiner_PPOSAT Erstreckung_NN von_APPR einem_ART 5_CARD Mln_NE ._$. breiten_ADJA Damme_NN	durchschnitten_VVPP	oder_KON unterbrochen_VVPP ist_VAFIN ._$. In_APPR der_ART That_NE sind_VAFIN die_ART beiden_PIAT	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=183	47814237	47814237
185	19522673	Oft ist dieses von tiefen Thälern oder von sanften Mulden	durchschnitten	, in denen die Baüme höher werden , einen kräftigerem	Oft_ADV ist_VAFIN dieses_PDAT von_APPR tiefen_ADJA Thälern_NN oder_KON von_APPR sanften_ADJA Mulden_NN	durchschnitten_VVPP	,_$, in_APPR denen_PRELS die_ART Baüme_NN höher_ADJD werden_VAINF ,_$, einen_ART kräftigerem_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=184	47832571	47832571
186	19522673	Mln . , überall wo die Savane nicht von Flüssen	durchschnitten	ist ; denn an den Ufern der Bache und um	Mln_NE ._$. ,_$, überall_ADV wo_PWAV die_ART Savane_NN nicht_PTKNEG von_APPR Flüssen_NN	durchschnitten_VVPP	ist_VAFIN ;_$. denn_KON an_APPR den_ART Ufern_NN der_ART Bache_NN und_KON um_APPR	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=185	47833122	47833122
187	19522673	der Richtung von West nach Ost , vorn Rio Motagua	durchschnitten	, der , im Meridian von Guastatajos , oberhalb der	der_ART Richtung_NN von_APPR West_NN nach_APPR Ost_NN ,_$, vorn_ADV Rio_NE Motagua_NE	durchschnitten_VVPP	,_$, der_PRELS ,_$, im_APPRART Meridian_NN von_APPR Guastatajos_NE ,_$, oberhalb_APPR der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=186	47838401	47838401
188	19522673	, durch von W . nach O . ziehende Querthäler	durchschnitten	sind , eine Bildung , die an die Gaps der	,_$, durch_APPR von_APPR W_NN ._$. nach_APPR O_NN ._$. ziehende_ADJA Querthäler_NN	durchschnitten_VVPP	sind_VAFIN ,_$, eine_ART Bildung_NN ,_$, die_PRELS an_APPR die_ART Gaps_NN der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=187	47853123	47853123
189	19522673	Westfalen wird von der Weser theils be rührt , theils	durchschnitten	. Die Elbe ist für die Preüssische Monarchie ein äußerst	Westfalen_NE wird_VAFIN von_APPR der_ART Weser_NE theils_ADJA be_NN rührt_VVFIN ,_$, theils_ADJD	durchschnitten_VVPP	._$. Die_ART Elbe_NE ist_VAFIN für_APPR die_ART Preüssische_ADJA Monarchie_NN ein_ART äußerst_ADV	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=188	47916727	47916727
190	19522673	Erde hervor . Nach allen Richtungen von den trefflichsten Chausseen	durchschnitten	und mit einem Netz schiffbarer Kanäle bedeckt , die nicht	Erde_NN hervor_PTKVZ ._$. Nach_APPR allen_PIAT Richtungen_NN von_APPR den_ART trefflichsten_ADJA Chausseen_NN	durchschnitten_VVPP	und_KON mit_APPR einem_ART Netz_NN schiffbarer_ADJA Kanäle_NN bedeckt_VVPP ,_$, die_PRELS nicht_PTKNEG	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=189	47978966	47978966
191	19522673	- Caro- lina , dessen südwestlicher Theil von diesem Schienenwege	durchschnitten	wird . Um einen ungefähren Begriff von dem inneren Verkehr	-_$( Caro-_NE lina_NE ,_$, dessen_PRELAT südwestlicher_ADJA Theil_NN von_APPR diesem_PDAT Schienenwege_NN	durchschnitten_VVPP	wird_VAFIN ._$. Um_APPR einen_ART ungefähren_ADJA Begriff_NN von_APPR dem_ART inneren_ADJA Verkehr_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=190	48081337	48081337
192	19522673	der Mündung des Jang ze kiang ist niedrig gelegen ,	durchschnitten	von zahlreichen Seen , Flüssen und künstlichen Kanälest- Der große	der_ART Mündung_NN des_ART Jang_NE ze_VVFIN kiang_NE ist_VAFIN niedrig_ADJD gelegen_VVPP ,_$,	durchschnitten_VVFIN	von_APPR zahlreichen_ADJA Seen_NN ,_$, Flüssen_NN und_KON künstlichen_ADJA Kanälest-_TRUNC Der_ART große_ADJA	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=191	48177219	48177219
193	19522673	Khiwa ; alle Kulturstriche sind von den Bewässerungs - Anlagen	durchschnitten	, die sowol aus Flüssen , Seen und Laachen ,	Khiwa_NE ;_$. alle_PIAT Kulturstriche_NN sind_VAFIN von_APPR den_ART Bewässerungs_NN -_$( Anlagen_NN	durchschnitten_VVPP	,_$, die_PRELS sowol_ADV aus_APPR Flüssen_NN ,_$, Seen_NN und_KON Laachen_NN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=192	48196418	48196418
194	8621139	Klima Unterwaldens , als eines Gebirgslandes mit so dielen Thälern	durchschnitten	, ist in seiner verschiedenen Lage von Höhe und Tiefe	Klima_NN Unterwaldens_NN ,_$, als_KOUS eines_ART Gebirgslandes_NN mit_APPR so_ADV dielen_ADJA Thälern_NN	durchschnitten_VVPP	,_$, ist_VAFIN in_APPR seiner_PPOSAT verschiedenen_ADJA Lage_NN von_APPR Höhe_NN und_KON Tiefe_NN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=193	49591219	49591219
195	8621139	4 — 10 Pfund an Gewicht , lverden in Mitte	durchschnitten	, die Schnittseite zur Glut gehalten bis sie schwitzt ,	4_CARD —_NN 10_CARD Pfund_NN an_APPR Gewicht_NN ,_$, lverden_NN in_APPR Mitte_NN	durchschnitten_VVPP	,_$, die_ART Schnittseite_NN zur_APPRART Glut_NN gehalten_VVPP bis_KON sie_PPER schwitzt_VVFIN ,_$,	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=194	49599985	49599985
196	8621139	östlichen Theil ausmacht . Dieses Ried wird der Länge nach	durchschnitten	von dem Mclchbach , der in dem Felkschiloch in der	östlichen_ADJA Theil_NN ausmacht_VVFIN ._$. Dieses_PDAT Ried_NN wird_VAFIN der_ART Länge_NN nach_APPO	durchschnitten_VVPP	von_APPR dem_ART Mclchbach_NN ,_$, der_PRELS in_APPR dem_ART Felkschiloch_NN in_APPR der_ART	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=195	49656127	49656127
197	8621139	gebrochen . Nur in sanfter Windung von rieselnde » Bächen	durchschnitten	. Und von des doppelten See ' s Wellenschläge bespület	gebrochen_VVPP ._$. Nur_ADV in_APPR sanfter_ADJA Windung_NN von_APPR rieselnde_ADJA »_$( Bächen_NN	durchschnitten_VVPP	._$. Und_KON von_APPR des_ART doppelten_ADJA See_NN '_$( s_NN Wellenschläge_NN bespület_VVFIN	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=196	49660799	49660799
198	23973709	untereinander gleich . Denken wir uns eine Kugel von Ebenen	durchschnitten	, welche durch den 142 Hülfsmittel der astronomischen Beobachtung .	untereinander_ADV gleich_ADJD ._$. Denken_VVFIN wir_PPER uns_PRF eine_ART Kugel_NN von_APPR Ebenen_NN	durchschnitten_VVPP	,_$, welche_PRELS durch_APPR den_ART 142_CARD Hülfsmittel_NN der_ART astronomischen_ADJA Beobachtung_NN ._$.	https://tools.linguistik.zhaw.ch/CQPweb/s_al_de_bildevo_v2/context.php?qname=hepngmbmj3z&batch=197	49748141	49748141
